crash_unit_id,crash_record_id,crash_date_left,unit_no,unit_type,num_passengers,vehicle_id,cmrc_veh_i,make,model,lic_plate_state,vehicle_year,vehicle_defect,vehicle_type,vehicle_use,travel_direction,maneuver,towed_i,fire_i,occupant_cnt,towed_by,towed_to,area_00_i,area_01_i,area_02_i,area_03_i,area_04_i,area_05_i,area_06_i,area_07_i,area_08_i,area_09_i,area_10_i,area_11_i,area_12_i,area_99_i,first_contact_point,cmv_id,usdot_no,commercial_src,gvwr,carrier_name,carrier_state,carrier_city,hazmat_placards_i,hazmat_present_i,hazmat_report_i,mcs_report_i,hazmat_vio_cause_crash_i,mcs_vio_cause_crash_i,idot_permit_no,trailer1_width,trailer2_width,trailer1_length,axle_cnt,vehicle_config,cargo_body_type,load_type,hazmat_out_of_service_i,mcs_out_of_service_i,hazmat_class,crash_date_est_i,crash_date_right,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,report_type,crash_type,intersection_related_i,private_property_i,hit_and_run_i,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,photos_taken_i,statements_taken_i,dooring_i,work_zone_i,work_zone_type,workers_present_i,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location
2066382,5a7ed1c8cb67b41fee004fa50470220e5ddea35b7547de347e804a103b7374da7aa0f26c88b9681c7a913212c18c14ec45096a895e71a6949e09c4b517fa927d,2025-05-19T02:30:00.000,3,PARKED,,1969806.0,,HONDA,ODYSSEY,IL,2011.0,NONE,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,N,PARKED,,,0.0,,,,,,,,,,Y,Y,Y,,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:30:00.000,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",2025-05-19T15:57:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,19,S,OAKLEY BLVD,1223,N,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,5,41.8805777315,-87.6838011623,POINT (-87.683801162261 41.880577731485)
2065974,e5cba59fa75f999526326d389a451d822a71a4ddb71b0260eef4de89ea014775e4b90377e1cf87552994c629293e0994704ed83e2c50f519913f38aebfbdf2e0,2025-05-19T02:15:00.000,1,DRIVER,,1969398.0,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,PICKUP,PERSONAL,N,STRAIGHT AHEAD,,,1.0,,,,,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:15:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T02:15:00.000,DISTRACTION - FROM OUTSIDE VEHICLE,DISTRACTION - FROM OUTSIDE VEHICLE,300,N,CENTRAL PARK AVE,1123,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,2,5,41.8863364098,-87.7162031306,POINT (-87.716203130599 41.886336409761)
2065975,e5cba59fa75f999526326d389a451d822a71a4ddb71b0260eef4de89ea014775e4b90377e1cf87552994c629293e0994704ed83e2c50f519913f38aebfbdf2e0,2025-05-19T02:15:00.000,2,DRIVER,,1969399.0,,NISSAN,SENTRA,IL,2019.0,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1.0,,,,,,,,Y,Y,Y,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:15:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T02:15:00.000,DISTRACTION - FROM OUTSIDE VEHICLE,DISTRACTION - FROM OUTSIDE VEHICLE,300,N,CENTRAL PARK AVE,1123,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,2,5,41.8863364098,-87.7162031306,POINT (-87.716203130599 41.886336409761)
2065976,2d141751a6383b7b3bda4d190d34a0ce3a1a8a455451132258be8946921b642fd88c3a9fe8ac6ec2282dc791c5ce6ee2cd0092212631c944c8727aee0ae47aef,2025-05-19T02:13:00.000,1,DRIVER,,1969403.0,,FORD,FUSION,IL,2010.0,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,STRAIGHT AHEAD,Y,,1.0,CPD,DOTY ROAD POUND 2,,Y,,,,,,,,,,Y,Y,Y,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:13:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T02:16:00.000,NOT APPLICABLE,NOT APPLICABLE,440,E,111TH PL,531,,Y,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,5,41.6919847712,-87.6117930375,POINT (-87.611793037458 41.691984771151)
2065977,2d141751a6383b7b3bda4d190d34a0ce3a1a8a455451132258be8946921b642fd88c3a9fe8ac6ec2282dc791c5ce6ee2cd0092212631c944c8727aee0ae47aef,2025-05-19T02:13:00.000,2,PARKED,,1969404.0,,FORD,ESCAPE,IL,2021.0,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,PARKED,,,0.0,,,,,,,,Y,Y,Y,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:13:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T02:16:00.000,NOT APPLICABLE,NOT APPLICABLE,440,E,111TH PL,531,,Y,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,5,41.6919847712,-87.6117930375,POINT (-87.611793037458 41.691984771151)
2065978,2d141751a6383b7b3bda4d190d34a0ce3a1a8a455451132258be8946921b642fd88c3a9fe8ac6ec2282dc791c5ce6ee2cd0092212631c944c8727aee0ae47aef,2025-05-19T02:13:00.000,3,PARKED,,1969405.0,,HONDA,PILOT,IL,2022.0,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,PARKED,,,0.0,,,,Y,Y,Y,Y,Y,,,,,,,,Y,SIDE-RIGHT-FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:13:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T02:16:00.000,NOT APPLICABLE,NOT APPLICABLE,440,E,111TH PL,531,,Y,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,5,41.6919847712,-87.6117930375,POINT (-87.611793037458 41.691984771151)
2066372,639d681510f3d0ebbd6f05ac5dc76ae9abbc110f58001d4a1afdd289d276130d206666552856e54505095dc4aa3e4a5915e1bcabeeeba70dcad32f95a9d31ace,2025-05-19T02:00:00.000,1,DRIVER,,1969775.0,,UNKNOWN,MOTORIZED,,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,STRAIGHT AHEAD,,,1.0,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:00:00.000,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T16:35:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,522,N,HAMLIN AVE,1122,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,5,41.8906215174,-87.7212026464,POINT (-87.721202646357 41.890621517357)
2066373,639d681510f3d0ebbd6f05ac5dc76ae9abbc110f58001d4a1afdd289d276130d206666552856e54505095dc4aa3e4a5915e1bcabeeeba70dcad32f95a9d31ace,2025-05-19T02:00:00.000,2,PARKED,,1969778.0,,CHEVROLET,EQUINOX,IL,2023.0,UNKNOWN,SPORT UTILITY VEHICLE (SUV),NOT IN USE,S,PARKED,,,0.0,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T02:00:00.000,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T16:35:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,522,N,HAMLIN AVE,1122,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,5,41.8906215174,-87.7212026464,POINT (-87.721202646357 41.890621517357)
2065980,667c9e3463ecfe76396d19f0eab179650236cd89266ce4681a3fe5afa61f259a5349302863107231f80f3a6685f92cc337c7b2fd5da8bd002c230733f29577bc,2025-05-19T02:00:00.000,1,DRIVER,1.0,1969407.0,,GENERAL MOTORS CORPORATION (GMC),ACADIA,IL,2016.0,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,Y,,2.0,CITY OF CHICAGO,103 DOTY ROAD,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,Y,2025-05-19T02:00:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T03:30:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7408,S,EXCHANGE AVE,334,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,2,5,41.7605280516,-87.5617783458,POINT (-87.56177834584 41.76052805156)
2065961,85e47fb10858aa2bcd93c158a9beebdcb7d4600b78148c45bd6ed7d3b9334c27e5fb6f02a1f3a2a32ded2b39c7b5d1d2a4f5a124164415080e2b5a9998a231b5,2025-05-19T01:50:00.000,1,DRIVER,,1969388.0,,LEXUS,OTHER (EXPLAIN IN NARRATIVE),XX,,UNKNOWN,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1.0,,,,Y,Y,,,,,,,,,,Y,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T01:50:00.000,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T01:56:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1033,W,79TH ST,612,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,5,41.7504400562,-87.6501603037,POINT (-87.650160303667 41.750440056232)
2065962,85e47fb10858aa2bcd93c158a9beebdcb7d4600b78148c45bd6ed7d3b9334c27e5fb6f02a1f3a2a32ded2b39c7b5d1d2a4f5a124164415080e2b5a9998a231b5,2025-05-19T01:50:00.000,2,PARKED,,1969389.0,,NISSAN,ALTIMA,KY,2024.0,NONE,PASSENGER,PERSONAL,W,PARKED,,,0.0,,,,,,,,,,,Y,Y,Y,Y,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T01:50:00.000,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T01:56:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1033,W,79TH ST,612,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,5,41.7504400562,-87.6501603037,POINT (-87.650160303667 41.750440056232)
2065970,6f68fc874670316f2a2594cde0b44764202dd8cf7738c988b06ecfc7b56b2ebbf130a4f6afac0444755861c3a78a4322f798effd69c703528f9fc6e106a692fe,2025-05-19T01:24:00.000,1,DRIVER,,1969395.0,,CHEVROLET,TAHOE,IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,S,TURNING LEFT,,,1.0,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T01:24:00.000,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T01:27:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,S,CICERO AVE,1113,,,,,,,2,NONINCAPACITATING INJURY,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1,2,5,41.8804511762,-87.7451288776,POINT (-87.745128877552 41.880451176199)
2065973,6f68fc874670316f2a2594cde0b44764202dd8cf7738c988b06ecfc7b56b2ebbf130a4f6afac0444755861c3a78a4322f798effd69c703528f9fc6e106a692fe,2025-05-19T01:24:00.000,2,DRIVER,2.0,1969396.0,,NISSAN,ROGUE,IL,2016.0,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,Y,,3.0,TH TOWING,4936 W. FLOURNOY STREET,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T01:24:00.000,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T01:27:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1,S,CICERO AVE,1113,,,,,,,2,NONINCAPACITATING INJURY,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1,2,5,41.8804511762,-87.7451288776,POINT (-87.745128877552 41.880451176199)
2065963,6dd3c20749717deb22aa4c80b71565aaa791d3b13c795e8e98344cd94ca6384fa96baa029116105841baaa288be2fb0e1a3a53c86c717c54e2d1c286625580b5,2025-05-19T01:10:00.000,1,DRIVER,1.0,1969393.0,,CHRYSLER,200,IL,2016.0,NONE,PASSENGER,PERSONAL,N,PASSING/OVERTAKING,Y,,2.0,STREETS AND SANITATIONS,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T01:10:00.000,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-05-19T01:20:00.000,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4700,S,WENTWORTH AVE,224,Y,Y,,,,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1,2,5,41.8090824366,-87.6310308737,POINT (-87.63103087365 41.809082436649)
2065964,6dd3c20749717deb22aa4c80b71565aaa791d3b13c795e8e98344cd94ca6384fa96baa029116105841baaa288be2fb0e1a3a53c86c717c54e2d1c286625580b5,2025-05-19T01:10:00.000,2,DRIVER,,1969400.0,Y,FREIGHTLINER CORPORATION,OTHER (EXPLAIN IN NARRATIVE),IN,2025.0,NONE,TRACTOR W/ SEMI-TRAILER,OTHER,N,STRAIGHT AHEAD,,,1.0,,,,,,,,,Y,,,,,,,,REAR,21453.0,21800.0,DRIVER,2.0,UNITED PARCEL SERVICE,GA,ATLANTA,N,N,N,N,N,N,21800.0,0-96,,53.0,5.0,TRACTOR/SEMI-TRAILER,OTHER,OTHER,N,N,,,2025-05-19T01:10:00.000,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-05-19T01:20:00.000,FOLLOWING TOO CLOSELY,NOT APPLICABLE,4700,S,WENTWORTH AVE,224,Y,Y,,,,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1,2,5,41.8090824366,-87.6310308737,POINT (-87.63103087365 41.809082436649)
2066217,9d25850fd16479e393637db60d5f8086f4318cf7eee25e10c2c30bd072e1aca0891022289bf304465e0f6b5bc5b747b142c9ef92de84c580317f55dd2d838960,2025-05-19T01:00:00.000,1,DRIVER,,1969633.0,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1.0,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,Y,2025-05-19T01:00:00.000,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T12:12:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5259,W,WELLINGTON AVE,2514,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,5,41.9349129304,-87.7588701773,POINT (-87.75887017729 41.934912930365)
2066218,9d25850fd16479e393637db60d5f8086f4318cf7eee25e10c2c30bd072e1aca0891022289bf304465e0f6b5bc5b747b142c9ef92de84c580317f55dd2d838960,2025-05-19T01:00:00.000,2,PARKED,,1969636.0,,FORD,ESCAPE,IL,2014.0,UNKNOWN,PASSENGER,NOT IN USE,W,PARKED,,,0.0,,,,,Y,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,Y,2025-05-19T01:00:00.000,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-05-19T12:12:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5259,W,WELLINGTON AVE,2514,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,5,41.9349129304,-87.7588701773,POINT (-87.75887017729 41.934912930365)
2065955,27a6c1163a421ea23a645dd4dc84a333eb4e1c8530fb4de44ec4eec58a4d894728a0b5a53cdc453f4757068a43850a1539dadeca2175c0042530a1efbeed63b3,2025-05-19T00:56:00.000,1,DRIVER,,1969390.0,,KIA,SPORTAGE,IL,2011.0,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,Y,,1.0,ss# 032261,103rd doty,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T00:56:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-05-19T00:56:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,3715,S,ASHLAND AVE,912,Y,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2,5,41.826351256,-87.6653332408,POINT (-87.665333240767 41.826351255999)
2065956,27a6c1163a421ea23a645dd4dc84a333eb4e1c8530fb4de44ec4eec58a4d894728a0b5a53cdc453f4757068a43850a1539dadeca2175c0042530a1efbeed63b3,2025-05-19T00:56:00.000,2,DRIVER,,1969406.0,,TOYOTA,PRIUS,IL,2009.0,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,Y,,1.0,AAA,personal,,,,,Y,Y,Y,Y,Y,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T00:56:00.000,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-05-19T00:56:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,3715,S,ASHLAND AVE,912,Y,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2,5,41.826351256,-87.6653332408,POINT (-87.665333240767 41.826351255999)
2065949,67492035d8c6466db0292ab45a60885aa5d924629528773db21a081ab8ad0ba19e3e0d652f9ce9b145b12ae2cf162ab1269ca28ed1fa2908808d2b12108d7761,2025-05-19T00:34:00.000,2,DRIVER,,1969379.0,,CHEVROLET,MALIBU,IL,2008.0,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,Y,,1.0,Streets and Sans,,,,,,,,Y,,,,,Y,Y,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T00:34:00.000,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T00:34:00.000,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,8900,S,DORCHESTER AVE,413,,,,,,,3,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,2,5,41.7331551484,-87.5906317259,POINT (-87.590631725893 41.733155148409)
2065950,67492035d8c6466db0292ab45a60885aa5d924629528773db21a081ab8ad0ba19e3e0d652f9ce9b145b12ae2cf162ab1269ca28ed1fa2908808d2b12108d7761,2025-05-19T00:34:00.000,1,DRIVER,,1969375.0,,UNKNOWN,MOTORIZED,,,UNKNOWN,PASSENGER,UNKNOWN/NA,S,STRAIGHT AHEAD,,,1.0,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T00:34:00.000,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T00:34:00.000,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,8900,S,DORCHESTER AVE,413,,,,,,,3,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,2,5,41.7331551484,-87.5906317259,POINT (-87.590631725893 41.733155148409)
2065954,67492035d8c6466db0292ab45a60885aa5d924629528773db21a081ab8ad0ba19e3e0d652f9ce9b145b12ae2cf162ab1269ca28ed1fa2908808d2b12108d7761,2025-05-19T00:34:00.000,3,PARKED,,1969380.0,,FORD,EDGE,IL,2013.0,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,PARKED,,,0.0,,,,,,,,,,Y,,,,,,,REAR-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T00:34:00.000,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-05-19T00:34:00.000,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,8900,S,DORCHESTER AVE,413,,,,,,,3,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,2,5,41.7331551484,-87.5906317259,POINT (-87.590631725893 41.733155148409)
2065938,44d11ec6c05911bb2b060793ae32a653fa53e0ca90a994d742e243368092fa0c605b628b43eb615d6442139d26dca1b1042f2ecc56e5ee2c6569756f7602e23b,2025-05-19T00:20:00.000,1,DRIVER,,1969370.0,,VOLKSWAGEN,JETTA,IL,2014.0,UNKNOWN,PASSENGER,PERSONAL,UNKNOWN,ENTERING TRAFFIC LANE FROM PARKING,,,1.0,,,,Y,,,,,,,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19T00:20:00.000,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,HEAD ON,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,2025-05-19T00:30:00.000,IMPROPER LANE USAGE,IMPROPER LANE USAGE,1900,N,KEYSTONE AVE,2534,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,2,5,41.9154166077,-87.7278747276,POINT (-87.727874727584 41.915416607723)
